;ID;LOCATION;NUMBER
922;RHEWIQ5ZX1;GJHXPQ_JT_Q128;1134
923;QHBQJ2JCCL;UC1X4_AKRI3_INQ3Y2;2898
924;QOSC4L167O;MYBRGJ_X3UYP;4386
925;AX32ESHIPL;0XXE_RHN;1583
926;STKQ67QJDC;9ZWB4_ZKZOTH_L205AN;2866
927;9IEPIV6G1R;XVYX_MB_EW3FWK;3954
928;EVE3KHFNTK;XVYX_MB_EW3FWK;30
929;W4EOJK48BJ;9ZWB4_ZKZOTH_L205AN;3135
930;4THA65B10F;0XXE_RHN;4016
931;OKGG5XCIXE;ZCJH_YJ5;345
932;FTPXZU7WP6;MYBRGJ_X3UYP;2437
933;IU4IU3P8HT;9ZWB4_ZKZOTH_L205AN;1399
934;G7RIACVY2X;UC1X4_AKRI3_INQ3Y2;4390
935;W6NR21ZJ0V;MYBRGJ_X3UYP;906
936;77F51PGR41;XVYX_MB_EW3FWK;4567
937;UTKPUJ9BZQ;9ZWB4_ZKZOTH_L205AN;827
938;XTY6YL0UX4;358Y_H8JB_QSDG;2561
939;SVJWYAV4R4;7RM2_2XX377_6JI;1890
940;DVWPV59FSA;ZCJH_YJ5;4026
941;166I74FFM7;UC1X4_AKRI3_INQ3Y2;1714
942;N6IRL1IOGJ;9ZWB4_ZKZOTH_L205AN;186
943;Y14WFP1DEA;ZCJH_YJ5;3558
944;33AHPBL5X4;7RM2_2XX377_6JI;2327
945;3CE7CL4XJE;ZCJH_YJ5;687
946;9H3XB8YEWM;QYE547_8J4_5QXMDY;183
947;9DVRXZAGSK;ZCJH_YJ5;3723
948;44ZA6Y5RX5;9ZWB4_ZKZOTH_L205AN;3034
949;6ASUY2ZYHD;MYBRGJ_X3UYP;1432
950;RR9Q9J03PE;MYBRGJ_X3UYP;4921
951;L3RZVU6JCP;0XXE_RHN;4927
952;PMU6HOCN6G;358Y_H8JB_QSDG;2402
953;I0D4GFMQJ8;7RM2_2XX377_6JI;703
954;JT1R2UM31J;MYBRGJ_X3UYP;3806
955;516OWJFLPN;9ZWB4_ZKZOTH_L205AN;2373
956;Q12TT0PLW2;ZCJH_YJ5;4551
957;374A6KN1FG;0XXE_RHN;4583
958;BDHYU4TQSB;7RM2_2XX377_6JI;3543
959;65ZKRJV6CX;358Y_H8JB_QSDG;4576
960;1HI3GR0W8S;0XXE_RHN;4208
961;06EHTDGY6T;ZCJH_YJ5;2338
962;63IRPOXMVH;7RM2_2XX377_6JI;35
963;T429HRPG3Q;GJHXPQ_JT_Q128;3825
964;1LNWNW8793;XVYX_MB_EW3FWK;741
965;PBCGSAW6W9;QYE547_8J4_5QXMDY;1444
966;7K79FI9YNA;XVYX_MB_EW3FWK;2634
967;8OLM0H9H99;QYE547_8J4_5QXMDY;2094
968;V9M6A89DM7;XVYX_MB_EW3FWK;389
969;BR8RA3JO2B;7RM2_2XX377_6JI;3068
970;IYS47LVWV4;MYBRGJ_X3UYP;2316
971;UNIIMGPB3G;XVYX_MB_EW3FWK;3673
972;4W7FVNJ78I;9ZWB4_ZKZOTH_L205AN;4448
973;H6TBCQ416F;UC1X4_AKRI3_INQ3Y2;757
974;VH2WJRN6HS;UC1X4_AKRI3_INQ3Y2;738
975;A0KFYSILER;7RM2_2XX377_6JI;1141
976;EAZA2Z9DL5;0XXE_RHN;4070
977;YARSXTD0MX;358Y_H8JB_QSDG;506
978;VWM7G3K7ZD;XVYX_MB_EW3FWK;4779
979;PS24JHJNIY;0XXE_RHN;4128
980;LQZNYAITZW;358Y_H8JB_QSDG;1357
981;8IT4FMXFSE;XVYX_MB_EW3FWK;2931
982;OYLHUAMJ6E;358Y_H8JB_QSDG;4762
983;7EQIR6W1JW;GJHXPQ_JT_Q128;987
984;W3FBSC92I5;ZCJH_YJ5;3075
985;GS5BI018UN;0XXE_RHN;807
986;2A1ES5AO18;UC1X4_AKRI3_INQ3Y2;4434
987;WTY36P5422;QYE547_8J4_5QXMDY;4395
988;4OLBOUMUYT;9ZWB4_ZKZOTH_L205AN;4701
989;HASF4F2JFP;MYBRGJ_X3UYP;3922
990;0R7LTO9CZR;358Y_H8JB_QSDG;2041
991;3OX95KDQQS;QYE547_8J4_5QXMDY;2130
992;P6Z9C2T5N4;0XXE_RHN;3625
993;BX88CPKUKK;XVYX_MB_EW3FWK;4970
994;B2VLLEI88G;GJHXPQ_JT_Q128;4413
995;T25NS89TOG;GJHXPQ_JT_Q128;2307
996;OU4TAHDEZE;XVYX_MB_EW3FWK;2144
997;87XIQHTEK8;QYE547_8J4_5QXMDY;4421
998;VAQI6RXGBC;QYE547_8J4_5QXMDY;4197
999;AU94780ZFE;UC1X4_AKRI3_INQ3Y2;4230
1000;L9X7G4VGCC;GJHXPQ_JT_Q128;653
1001;D5AMXCGAXE;UC1X4_AKRI3_INQ3Y2;2444
1002;NI1G5CMKAX;MYBRGJ_X3UYP;1412
1003;QEA596QMDA;GJHXPQ_JT_Q128;2317
1004;TAZ9C89R3S;9ZWB4_ZKZOTH_L205AN;3556
1005;CD755JOTVV;9ZWB4_ZKZOTH_L205AN;3309
1006;FJ4MKN3L65;XVYX_MB_EW3FWK;3702
1007;YNXH5R6AIR;358Y_H8JB_QSDG;3342
1008;A8EO0SAFCO;XVYX_MB_EW3FWK;1500
1009;OROI4EQYPO;XVYX_MB_EW3FWK;3120
1010;AFVFDIHH37;0XXE_RHN;4063
1011;OKMO7BCHDU;QYE547_8J4_5QXMDY;1163
1012;JYYE7EUU9L;XVYX_MB_EW3FWK;916
1013;R2627DGXG8;UC1X4_AKRI3_INQ3Y2;2244
1014;6RD7VUNQJ4;MYBRGJ_X3UYP;1820
1015;N35DLMH8A4;9ZWB4_ZKZOTH_L205AN;3596
1016;ESZTNGHTD1;GJHXPQ_JT_Q128;4667
1017;F0LBW17OYC;MYBRGJ_X3UYP;2881
1018;T0J0BYISXB;MYBRGJ_X3UYP;1496
1019;6BMY7IQDC4;7RM2_2XX377_6JI;3344
1020;U7UW57YOC0;7RM2_2XX377_6JI;2990
1021;OFG2OKSTLQ;MYBRGJ_X3UYP;1582
1022;GVQBRKJU92;UC1X4_AKRI3_INQ3Y2;4785
1023;QFIWWLE4PW;7RM2_2XX377_6JI;297
1024;67XQJTFDMD;7RM2_2XX377_6JI;196
1025;W10ZQXUSS0;XVYX_MB_EW3FWK;3830
1026;TM5A89J2S9;XVYX_MB_EW3FWK;4830
1027;0FFZTYG4T0;9ZWB4_ZKZOTH_L205AN;3909
1028;4E8HSZ1YU3;GJHXPQ_JT_Q128;91
1029;0JIRGXNA4G;XVYX_MB_EW3FWK;2807
1030;RQWIGKR87L;UC1X4_AKRI3_INQ3Y2;3256
1031;S30XF1616O;XVYX_MB_EW3FWK;913
1032;VNCJHRCAOO;MYBRGJ_X3UYP;4690
1033;FPNFUQ1G8B;MYBRGJ_X3UYP;4705
1034;T2GEYMSLJK;ZCJH_YJ5;2466
1035;C0ZTB3EK2Q;UC1X4_AKRI3_INQ3Y2;2357
1036;O3X92NM5VB;ZCJH_YJ5;4844
1037;BJ7IJBJ8K4;XVYX_MB_EW3FWK;1973
1038;RUKBWYS6FX;XVYX_MB_EW3FWK;3140
1039;JDZQPKSXMS;GJHXPQ_JT_Q128;2377
1040;X2CAX4OHSM;MYBRGJ_X3UYP;4098
1041;GJBIPTKQUR;MYBRGJ_X3UYP;3975
1042;TIA639L44F;MYBRGJ_X3UYP;1752
1043;KXM7M18905;QYE547_8J4_5QXMDY;4340
1044;NFBXFUXSDE;0XXE_RHN;3303
1045;3SG8OPBJ4R;MYBRGJ_X3UYP;4393
1046;XIS7LQN7XR;XVYX_MB_EW3FWK;147
1047;QGT4JYQKB2;ZCJH_YJ5;3002
1048;SLKQEHZJP6;7RM2_2XX377_6JI;2010
1049;FBCKYAQ4XW;358Y_H8JB_QSDG;2183
1050;S760CVP6UG;7RM2_2XX377_6JI;773
1051;BRSAL1K13E;0XXE_RHN;3392
1052;I3JMYYTP37;XVYX_MB_EW3FWK;3724
1053;RGEHDSRP3R;QYE547_8J4_5QXMDY;2645
1054;YAO6DRZLOT;0XXE_RHN;3933
1055;Y9EB9RFJ3C;XVYX_MB_EW3FWK;678
1056;O3IR1TVPDG;0XXE_RHN;1256
1057;9GURP0NUFS;7RM2_2XX377_6JI;973
1058;FUF9GOS3IC;9ZWB4_ZKZOTH_L205AN;4291
1059;47M1NFVXD0;QYE547_8J4_5QXMDY;4043
1060;4ZTLPMGD8P;7RM2_2XX377_6JI;4760
1061;DOUOEK22PB;7RM2_2XX377_6JI;4629
1062;XFHZJ8U904;7RM2_2XX377_6JI;206
1063;DWKNAYGRA7;358Y_H8JB_QSDG;1573
1064;2IIS7OUHZH;0XXE_RHN;3127
1065;MKBYOAZVY6;358Y_H8JB_QSDG;2258
1066;DR83KKUTXF;0XXE_RHN;4521
1067;5NYM3BB2GH;0XXE_RHN;3687
1068;V9IV68U85W;ZCJH_YJ5;2761
1069;Z19148HG0J;QYE547_8J4_5QXMDY;3801
1070;17MITWIGRB;7RM2_2XX377_6JI;1931
1071;4RRA9W2PMO;ZCJH_YJ5;2981
1072;3IWI0SPL3Y;MYBRGJ_X3UYP;1238
1073;7FSBOTR8DW;GJHXPQ_JT_Q128;3391
1074;RRABTUL9FT;UC1X4_AKRI3_INQ3Y2;2817
1075;9O56X65GHV;MYBRGJ_X3UYP;3030
1076;5278UMQE32;GJHXPQ_JT_Q128;3021
1077;BA4CGSK37I;358Y_H8JB_QSDG;4489
1078;MUJD2TVAYF;ZCJH_YJ5;1229
1079;5KK0G5JHW5;ZCJH_YJ5;4312
1080;8UAMQY7XWM;7RM2_2XX377_6JI;508
1081;YH453K22FK;QYE547_8J4_5QXMDY;1957
1082;CM7L3L2E6O;9ZWB4_ZKZOTH_L205AN;4436
1083;WN4OMNIWAM;ZCJH_YJ5;540
1084;P0WZ2FL5Y6;QYE547_8J4_5QXMDY;4674
1085;UXUB670WSW;ZCJH_YJ5;3706
1086;VK2O0CBQEU;7RM2_2XX377_6JI;2952
1087;OLOXSOAK15;MYBRGJ_X3UYP;2262
1088;LYW72RH7ZP;9ZWB4_ZKZOTH_L205AN;2831
1089;XJ8NIMV98E;0XXE_RHN;1635
1090;9BC9Z5TZTF;UC1X4_AKRI3_INQ3Y2;3844
1091;7W25KQ7YNC;MYBRGJ_X3UYP;1276
1092;OS4IWM2CIO;XVYX_MB_EW3FWK;1553
1093;Y6JZJPXHYT;358Y_H8JB_QSDG;231
1094;GL59AZIBCJ;QYE547_8J4_5QXMDY;3503
1095;C2EHQB62YW;7RM2_2XX377_6JI;3441
1096;FRGF70T8UJ;358Y_H8JB_QSDG;4065
1097;2OHMSYVV6Q;UC1X4_AKRI3_INQ3Y2;3803
1098;YFIRB620UF;358Y_H8JB_QSDG;4183
1099;XG1DCSLM0T;9ZWB4_ZKZOTH_L205AN;4145
1100;TCFTB7K8IX;UC1X4_AKRI3_INQ3Y2;3183
1101;XZKG2MW6EH;GJHXPQ_JT_Q128;4736
1102;Z6AS5KZZM6;358Y_H8JB_QSDG;338
1103;RSIJI3T1T6;ZCJH_YJ5;1399
1104;QA5SZCVMLZ;XVYX_MB_EW3FWK;3172
1105;U8X9B9B9KA;0XXE_RHN;4471
1106;6R00317XVJ;MYBRGJ_X3UYP;4695
1107;3CLUQA2N0W;0XXE_RHN;3174
1108;CB9U5BLVLP;7RM2_2XX377_6JI;1395
1109;HHHVO9CAWK;UC1X4_AKRI3_INQ3Y2;1492
1110;646BDIDJ8N;358Y_H8JB_QSDG;4151
1111;KTVKP8QHFL;QYE547_8J4_5QXMDY;348
1112;202L9H7YQV;MYBRGJ_X3UYP;1712
1113;PA56W7JKLR;9ZWB4_ZKZOTH_L205AN;2259
1114;LHDC89K9ZZ;9ZWB4_ZKZOTH_L205AN;609
1115;GEL832E6F6;358Y_H8JB_QSDG;4584
1116;Z40S72Z5K7;QYE547_8J4_5QXMDY;1149
1117;KZIZWFN84K;MYBRGJ_X3UYP;873
1118;XIKC9WPVOA;GJHXPQ_JT_Q128;3257
1119;8B7LSI8NAD;7RM2_2XX377_6JI;994
1120;7PEPJJK161;9ZWB4_ZKZOTH_L205AN;4965
1121;VY6EP7YPJE;358Y_H8JB_QSDG;4285
1122;GGGIHWJ3BC;MYBRGJ_X3UYP;1910
1123;3R2AADD7TB;MYBRGJ_X3UYP;1920
1124;3D3AEOTN9I;QYE547_8J4_5QXMDY;2231
1125;UK4G0FJ5GT;358Y_H8JB_QSDG;1807
1126;SHISOD4IXZ;UC1X4_AKRI3_INQ3Y2;1509
1127;1M3R5JR2N9;358Y_H8JB_QSDG;1670
1128;KXDT38VVJ4;9ZWB4_ZKZOTH_L205AN;457
1129;C8077OAA3X;QYE547_8J4_5QXMDY;2517
1130;L7MDHKF5FJ;QYE547_8J4_5QXMDY;2437
1131;QRLZD69XNZ;GJHXPQ_JT_Q128;4078
1132;FECQJHWZDD;ZCJH_YJ5;1980
1133;Z9AUD4OISY;QYE547_8J4_5QXMDY;2336
1134;A8H3P09CSJ;9ZWB4_ZKZOTH_L205AN;60
1135;NKSPI1XUJO;GJHXPQ_JT_Q128;1300
1136;QYQ55FQYAQ;9ZWB4_ZKZOTH_L205AN;1313
1137;W9DKOA2NUH;QYE547_8J4_5QXMDY;4315
1138;7GHCL7BDWL;9ZWB4_ZKZOTH_L205AN;3667
1139;UFQLDKWX82;GJHXPQ_JT_Q128;1158
1140;DWLRHQY278;UC1X4_AKRI3_INQ3Y2;526
1141;ZPBSDOHMB8;7RM2_2XX377_6JI;4783
1142;RRIKHCFDW1;UC1X4_AKRI3_INQ3Y2;1167
1143;6YKOB08921;0XXE_RHN;3438
1144;3WNUHMRSL7;358Y_H8JB_QSDG;1381
1145;2R7SN1YDPB;QYE547_8J4_5QXMDY;2178
1146;YF0U3U6HVH;MYBRGJ_X3UYP;2217
1147;O05Z6663LF;9ZWB4_ZKZOTH_L205AN;1971
1148;5LPMM50Z5O;UC1X4_AKRI3_INQ3Y2;252
1149;CVEYKG65V4;0XXE_RHN;1114
1150;6H7QJKOGH4;GJHXPQ_JT_Q128;4805
1151;SZHXHZ6C64;358Y_H8JB_QSDG;3299
1152;048TV6H514;358Y_H8JB_QSDG;1361
1153;G906NTQ0J2;0XXE_RHN;3741
1154;SXCQDQJY34;QYE547_8J4_5QXMDY;4367
1155;YGQ7Z8CFKH;9ZWB4_ZKZOTH_L205AN;175
1156;SPRXX8BN5K;0XXE_RHN;1991
1157;8TQM7WQL75;9ZWB4_ZKZOTH_L205AN;2100
1158;YP3ZGJKG52;9ZWB4_ZKZOTH_L205AN;193
1159;BX2HXX2AZ2;XVYX_MB_EW3FWK;922
1160;7B1JLZK9GJ;MYBRGJ_X3UYP;4050
1161;QTOSWOXB3P;XVYX_MB_EW3FWK;259
1162;UEO0JA41WC;UC1X4_AKRI3_INQ3Y2;949
1163;CA8QD2KH7B;0XXE_RHN;4105
1164;CZ2GCF6Y5F;QYE547_8J4_5QXMDY;3369
1165;AAJBGP9VMA;XVYX_MB_EW3FWK;1207
1166;76K9AYPD9D;9ZWB4_ZKZOTH_L205AN;62
1167;J8J47XTC30;358Y_H8JB_QSDG;4576
1168;NPOZ5R0QEI;0XXE_RHN;1838
1169;BVE9LCALW2;7RM2_2XX377_6JI;1442
1170;HJGVUPBLGO;MYBRGJ_X3UYP;1623
1171;4ZGIM1LJQM;7RM2_2XX377_6JI;1189
1172;5RUZNCQDOY;0XXE_RHN;4745
1173;X13JRDS2FE;ZCJH_YJ5;124
1174;MW7OG294FN;QYE547_8J4_5QXMDY;2966
1175;VZR9AUAX2F;358Y_H8JB_QSDG;3578
1176;MFFS327BBJ;9ZWB4_ZKZOTH_L205AN;49
1177;JEHAYROCTZ;358Y_H8JB_QSDG;4246
1178;3LMFQJE0B1;UC1X4_AKRI3_INQ3Y2;3188
1179;TWVO9R6JYW;QYE547_8J4_5QXMDY;43
1180;QL78AZ4LX5;7RM2_2XX377_6JI;2842
1181;FG1POIILKM;7RM2_2XX377_6JI;3391
1182;PC3F3UGP9X;UC1X4_AKRI3_INQ3Y2;2221
1183;9W9834SUQY;GJHXPQ_JT_Q128;1967
1184;MT4UEMF6N1;QYE547_8J4_5QXMDY;1593
1185;0KARA86ZF2;358Y_H8JB_QSDG;2438
1186;V70J2QC8QR;QYE547_8J4_5QXMDY;3976
1187;2N97Q8UT1C;XVYX_MB_EW3FWK;187
1188;WP2NHOJYBE;7RM2_2XX377_6JI;3381
1189;WYGR318YJU;GJHXPQ_JT_Q128;4633
1190;81V86CQ45D;0XXE_RHN;1940
1191;FHBZZIB9CL;UC1X4_AKRI3_INQ3Y2;2917
1192;C0AP6JT7F6;ZCJH_YJ5;972
1193;T3LQMAOOU9;7RM2_2XX377_6JI;1651
1194;IBXIEW3JQV;GJHXPQ_JT_Q128;2839
1195;IO28X1D6OI;GJHXPQ_JT_Q128;3443
1196;A3W7SYMKIK;358Y_H8JB_QSDG;2884
1197;ZC3RD3YGXG;358Y_H8JB_QSDG;2934
1198;JDRDY7AHOM;XVYX_MB_EW3FWK;4211
1199;AEU21YSH6R;9ZWB4_ZKZOTH_L205AN;3577
1200;GMBAA8QSC5;QYE547_8J4_5QXMDY;3088
1201;D9NZKCTCVS;QYE547_8J4_5QXMDY;4064
1202;2N5PYRRC30;GJHXPQ_JT_Q128;4570
1203;HJYA4C835I;UC1X4_AKRI3_INQ3Y2;3121
1204;6RCOYNF20A;XVYX_MB_EW3FWK;870
1205;RAE58N08PG;0XXE_RHN;3246
1206;9EIQVW8ZQ2;7RM2_2XX377_6JI;741
1207;030A64WMY3;ZCJH_YJ5;4473
1208;SKOA5HVGMR;7RM2_2XX377_6JI;3822
1209;AON69TUEWY;QYE547_8J4_5QXMDY;501
1210;ZJYH16PE55;GJHXPQ_JT_Q128;1760
1211;G2XP2NL8XH;7RM2_2XX377_6JI;3097
1212;HSVPN9OOKL;358Y_H8JB_QSDG;2112
1213;U0CC2BGU35;9ZWB4_ZKZOTH_L205AN;4982
1214;X3AM53U05T;ZCJH_YJ5;2291
1215;3BR3B7681K;UC1X4_AKRI3_INQ3Y2;2509
1216;ZOEY4AYVLG;MYBRGJ_X3UYP;2991
1217;LP9FGNR2A0;QYE547_8J4_5QXMDY;964
1218;Y6MVXODQSD;GJHXPQ_JT_Q128;3140
1219;0ZMTLQCLID;358Y_H8JB_QSDG;4672
1220;9SLF5B1EOJ;XVYX_MB_EW3FWK;3232
1221;F3DX76ONY9;QYE547_8J4_5QXMDY;3040
1222;RWAPYZF4WY;ZCJH_YJ5;3571
1223;8DBCXAI6JG;ZCJH_YJ5;4066
1224;IMECTS425L;GJHXPQ_JT_Q128;67
1225;I47QANEBPD;7RM2_2XX377_6JI;4790
1226;ULUW3UVYN8;358Y_H8JB_QSDG;4909
1227;IKFHB8712Z;GJHXPQ_JT_Q128;4247
1228;K18F9E1YDK;UC1X4_AKRI3_INQ3Y2;1296
1229;9ZTMELK819;9ZWB4_ZKZOTH_L205AN;3036
1230;ELA828EN95;7RM2_2XX377_6JI;1861
1231;R07P051Q29;0XXE_RHN;2234
1232;K9X1BB23PE;9ZWB4_ZKZOTH_L205AN;1960
1233;M19HAAPV99;UC1X4_AKRI3_INQ3Y2;748
1234;B8X7JTIYQB;UC1X4_AKRI3_INQ3Y2;3279
1235;PACRBVNYEY;UC1X4_AKRI3_INQ3Y2;3863
1236;AINXHM4BUD;0XXE_RHN;4752
1237;9FY9GVBEJR;QYE547_8J4_5QXMDY;155
1238;ZMZXYQSSCB;ZCJH_YJ5;2446
1239;UBQ5XJ8JUK;358Y_H8JB_QSDG;1392
1240;6ITPR7Z5CF;GJHXPQ_JT_Q128;2089
1241;LIXB4X3YHN;UC1X4_AKRI3_INQ3Y2;1733
1242;8F131UV5DM;MYBRGJ_X3UYP;1459
1243;59BP1OYN54;MYBRGJ_X3UYP;3800
1244;WQZZ327AMZ;9ZWB4_ZKZOTH_L205AN;710
1245;ZWY24PVSWH;0XXE_RHN;2574
1246;IH4PIO5HY3;XVYX_MB_EW3FWK;4298
1247;6TZJ6B23GD;0XXE_RHN;3454
1248;A3XCEJ6R11;0XXE_RHN;4519
1249;NR6FTQ46CT;GJHXPQ_JT_Q128;900
1250;GC17DOYACX;XVYX_MB_EW3FWK;983
1251;PLD6QJDVDH;0XXE_RHN;2860
1252;4KB6USJZMS;9ZWB4_ZKZOTH_L205AN;3645
1253;1LPNKLFCD2;7RM2_2XX377_6JI;1520
1254;727IKBZPWW;GJHXPQ_JT_Q128;3346
1255;MEGN2Y51DV;ZCJH_YJ5;4081
1256;GXZP6BH9J6;7RM2_2XX377_6JI;2805
1257;O327QGJ02X;ZCJH_YJ5;3183
1258;55LKE6ZN5D;358Y_H8JB_QSDG;2631
1259;5XIIJ7R0I4;QYE547_8J4_5QXMDY;377
1260;EYXMM48BUO;358Y_H8JB_QSDG;130
1261;1PD7AWARJO;0XXE_RHN;2245
1262;2EWU4D3IHI;XVYX_MB_EW3FWK;3018
1263;7GT6SDFNQD;MYBRGJ_X3UYP;1651
1264;YZGEIVKU0F;ZCJH_YJ5;4258
1265;XJQERYR2N5;358Y_H8JB_QSDG;1609
1266;IEKJKLH5CR;0XXE_RHN;2048
1267;NV238RGTUI;0XXE_RHN;3718
1268;JSY70NCZGP;UC1X4_AKRI3_INQ3Y2;3895
1269;X8Q1POCSS2;7RM2_2XX377_6JI;4278
1270;CDAP8YPU4J;ZCJH_YJ5;3868
1271;SI0FFXOIA2;9ZWB4_ZKZOTH_L205AN;3390
1272;I1U130HCGN;QYE547_8J4_5QXMDY;599
1273;60AVAQPK3F;ZCJH_YJ5;4422
1274;7XQIW2AOOP;QYE547_8J4_5QXMDY;4700
1275;O5KUXAMZR9;9ZWB4_ZKZOTH_L205AN;2468
1276;XLS3Z648NH;9ZWB4_ZKZOTH_L205AN;304
1277;1WFXEMBYUQ;0XXE_RHN;4549
1278;FI51GUNB82;9ZWB4_ZKZOTH_L205AN;2805
1279;V3UCLX896S;ZCJH_YJ5;4221
1280;SSTYE1XUYH;7RM2_2XX377_6JI;3432
1281;PB526Q5NUV;MYBRGJ_X3UYP;1184
1282;R3LB6UY598;UC1X4_AKRI3_INQ3Y2;93
1283;17OSYP9XQK;ZCJH_YJ5;4773
1284;8L6UMUXA5S;7RM2_2XX377_6JI;3777
1285;F26V1XLLC9;UC1X4_AKRI3_INQ3Y2;3428
1286;VNAMK3XRFT;XVYX_MB_EW3FWK;1153
1287;SLFK4LE4GX;MYBRGJ_X3UYP;1205
1288;M2T7FVQ6A3;9ZWB4_ZKZOTH_L205AN;715
1289;MOT9E3ES2G;0XXE_RHN;1280
1290;HQEB3RZD4U;ZCJH_YJ5;3817
1291;D5DA4UVKRO;XVYX_MB_EW3FWK;36
1292;HB263HGPTZ;358Y_H8JB_QSDG;1043
1293;DJQF8010ZL;UC1X4_AKRI3_INQ3Y2;4058
1294;01VYPZQRNX;GJHXPQ_JT_Q128;4492
1295;SBF7DFCCKI;XVYX_MB_EW3FWK;2452
1296;TWVCZWRPS4;MYBRGJ_X3UYP;4702
1297;TWOR8JC43W;GJHXPQ_JT_Q128;2068
1298;XO8FMT7QYK;7RM2_2XX377_6JI;1419
1299;AZEAP9560V;QYE547_8J4_5QXMDY;596
1300;BIZKY3KFKJ;QYE547_8J4_5QXMDY;900
1301;8B73RR5I03;XVYX_MB_EW3FWK;3448
1302;GL4HYGAENJ;358Y_H8JB_QSDG;990
1303;1X8S73VCMG;ZCJH_YJ5;720
1304;GGJ6MORLBM;7RM2_2XX377_6JI;4467
1305;ODKC4OSQH2;ZCJH_YJ5;1465
1306;DQRIAMKQJC;GJHXPQ_JT_Q128;2910
1307;2FC61FMG6P;XVYX_MB_EW3FWK;4988
1308;2NQVVJMKT0;UC1X4_AKRI3_INQ3Y2;723
1309;MKC9ZXGHHI;358Y_H8JB_QSDG;536
1310;VMN0EVEIGZ;GJHXPQ_JT_Q128;741
1311;4EKROIVK76;358Y_H8JB_QSDG;2
1312;9JPRTVWWUS;UC1X4_AKRI3_INQ3Y2;3146
1313;PE132L5WMZ;0XXE_RHN;4589
1314;Q5ELMJMPN9;UC1X4_AKRI3_INQ3Y2;2256
1315;JFEDY1FKMZ;358Y_H8JB_QSDG;163
1316;RAGX19E4C2;MYBRGJ_X3UYP;2100
1317;39QIDUH2CA;MYBRGJ_X3UYP;2402
1318;WRPHH691C2;9ZWB4_ZKZOTH_L205AN;1948
1319;ENSJRIVBEX;358Y_H8JB_QSDG;4818
1320;BFTTOOQ617;0XXE_RHN;109
1321;6MRLWJ5747;MYBRGJ_X3UYP;743
1322;XY6RCYKXCT;9ZWB4_ZKZOTH_L205AN;4624
1323;L7YNX6EE5U;0XXE_RHN;1432
1324;OWQE8F2192;XVYX_MB_EW3FWK;1082
1325;UQ6B6FUYB8;MYBRGJ_X3UYP;4711
1326;DARVUPBL2B;GJHXPQ_JT_Q128;3242
1327;XSL2FNJYTL;UC1X4_AKRI3_INQ3Y2;539
1328;15JU9BR1HS;0XXE_RHN;4800
1329;4ECOQRC7BG;MYBRGJ_X3UYP;3951
1330;RUX5D3HYXR;UC1X4_AKRI3_INQ3Y2;4635
1331;DS3GCTXMWP;0XXE_RHN;3941
1332;RVGHLULEE9;XVYX_MB_EW3FWK;1233
1333;IKR656UU9K;7RM2_2XX377_6JI;3098
1334;6ZPRUGSMPR;7RM2_2XX377_6JI;2188
1335;S5ANFA3974;0XXE_RHN;3333
1336;GTV0LCUANT;7RM2_2XX377_6JI;596
1337;03ICZHBUUF;MYBRGJ_X3UYP;4673
1338;2SYHFWS9PX;7RM2_2XX377_6JI;236
1339;JU9DY0PGCO;ZCJH_YJ5;1236
1340;MJZWQK6Q6Q;9ZWB4_ZKZOTH_L205AN;4011
1341;B0K747MLWD;9ZWB4_ZKZOTH_L205AN;4132
1342;W6LX90TW83;MYBRGJ_X3UYP;3950
1343;8E5WV36MO2;9ZWB4_ZKZOTH_L205AN;3605
1344;EUF6QR4NTU;ZCJH_YJ5;3244
1345;CLDVBFR7QM;GJHXPQ_JT_Q128;4152
1346;62WBO3PXJR;MYBRGJ_X3UYP;891
1347;B0BFXIA8JT;XVYX_MB_EW3FWK;527
1348;PDWJSJZ1T9;0XXE_RHN;1070
1349;SR0VGBY9M1;MYBRGJ_X3UYP;2005
1350;RP5GC5O6RQ;7RM2_2XX377_6JI;2615
1351;UG8B7MYPKD;QYE547_8J4_5QXMDY;67
1352;64HJIUQVRN;GJHXPQ_JT_Q128;3511
1353;XVVPNL5XV3;7RM2_2XX377_6JI;2907
1354;F7W54XHU57;358Y_H8JB_QSDG;1938
1355;3JZ7A1UCC2;QYE547_8J4_5QXMDY;1436
1356;BBY54RWCPB;7RM2_2XX377_6JI;3361
1357;UUYOUREPDH;9ZWB4_ZKZOTH_L205AN;3600
1358;S96KR8VTSU;9ZWB4_ZKZOTH_L205AN;1947
1359;TTHRPYLBB5;QYE547_8J4_5QXMDY;3107
1360;C8LSID0ANM;MYBRGJ_X3UYP;3486
1361;40FG3QY4YG;MYBRGJ_X3UYP;4342
1362;H8UHMC6VWM;0XXE_RHN;3630
1363;6P1A7346NA;358Y_H8JB_QSDG;4926
1364;34YV0HV43M;358Y_H8JB_QSDG;504
1365;E961BRW6YC;MYBRGJ_X3UYP;1176
1366;2P3GCQTFFA;QYE547_8J4_5QXMDY;538
1367;8HYP3OU0O1;GJHXPQ_JT_Q128;4998
1368;X79ZLGXC43;QYE547_8J4_5QXMDY;4342
1369;MTKZF21PVT;7RM2_2XX377_6JI;2329
1370;K3QDWC90CH;358Y_H8JB_QSDG;423
1371;6KFZJS359U;7RM2_2XX377_6JI;4914
1372;08H13WHKY0;QYE547_8J4_5QXMDY;421
1373;1CCOY2WHES;0XXE_RHN;3663
